RT,IBD_1,IBD_2,IBD_3,IBD_4,IBD_5,IBD_6,IBD_7,IBD_8,IBD_9,IBD_10,IBD_11,IBD_12,IBD_13,IBD_14,IBD_15,IBD_16,IBD_17,IBD_18,IBD_19,IBD_20,IBD_21,IBD_22,IBD_23,IBD_24,IBD_25,IBD_26,IBD_27,IBD_28,IBD_29,IBD_30,IBD_31,IBD_32,IBD_33,IBD_34,IBD_35,IBD_36,IBD_37,IBD_38,IBD_39,IBD_40,IBD_41,IBD_42,IBD_43,IBD_44,IBD_45,IBS_1,IBS_2,IBS_3,IBS_4,IBS_5,IBS_6,IBS_7,IBS_8,IBS_9,IBS_10,IBS_11,IBS_12,IBS_13,IBS_14,IBS_15,IBS_16,IBS_17,IBS_18,IBS_19,IBS_20,IBS_21,IBS_22,IBS_23,IBS_24,Normal_1,Normal_2,Normal_3,Normal_4,Normal_5,Normal_6,Normal_7,Normal_8,Normal_9,Normal_10,Normal_11,Normal_12,Normal_13,Normal_14,Normal_15,Normal_16,Normal_17,Normal_18,Normal_19,Normal_20,Normal_21,Normal_22,Normal_23,Normal_24,Normal_25,Normal_26,Normal_27,Normal_28,Normal_29
1369.5,7461778,7465924,7542020,7493618,7568748,7515644,7467850,7412518,7404935,7622829,7162828,7334244,7424808,7638778,7631250,7519987,7745164,7802207,7337918,7620040,7788960,7713696,7707776,7305266,7867922,7657910,7862054,7529771,7927239,7427289,7641104,7685250,7493060,7547900,7533916,7374458,7843916,7392213,7571200,8376964,7482468,7395002,7651543,7790278,7720237,7656095,7339106,7362491,8067698,7607692,7578390,7433090,7380780,7357272,7585518,7322530,7374398,7518346,7681799,7806172,7411116,7462242,7492078,7324566,7390156,7112141,7883030,5615117,7810177,7640378,7598226,7355558,7306096,7551522,7949027,7481822,7514586,7429769,7456420,7383386,7770548,7308472,7546405,7412109,7468284,7849818,7949013,7890739,7332319,7587774,7960506,7687734,7304234,8387128,7442494,7206664,7930750,8367584
1370,7463092,7465272,7542020,7492978,7569350,7515644,7467850,7413217,7405620,7622830,7162828,7332811,7424808,7638778,7631250,7519987,7744117,7802694,7338664,7617144,7788425,7712630,7704032,7305266,7865186,7658470,7858129,7527908,7922922,7427289,7641104,7685250,7493698,7549760,7532586,7373064,7841922,7391526,7570595,8369883,7483754,7397830,7649846,7789242,7719662,7656095,7340536,7364600,8066155,7607692,7579584,7432420,7380086,7358708,7586712,7321802,7376519,7517094,7682893,7800024,7411116,7462242,7492717,7326012,7391549,7112141,7883030,5613243,7804360,7639246,7598813,7355558,7304636,7551522,7950338,7480529,7512677,7431776,7457734,7383386,7769522,7306285,7545791,7412109,7466936,7848854,7947650,7889248,7333036,7588962,7957082,7689910,7303463,8377494,7444493,7205878,7932037,8360784
1370.5,7463748,7465272,7540790,7492978,7569952,7515644,7467850,7412518,7406303,7622253,7162010,7332095,7424808,7638208,7630675,7519358,7743070,7803181,7337918,7613660,7788425,7712096,7700280,7306006,7863357,7657910,7854684,7527908,7919454,7426618,7641104,7685798,7494336,7549140,7531920,7371670,7840924,7391526,7570595,8358150,7480535,7397124,7648147,7789242,7719087,7657216,7339821,7366004,8063840,7607098,7579584,7433760,7379392,7358708,7586712,7322530,7375105,7518972,7682346,7793334,7411115,7463616,7492717,7324566,7392246,7111309,7881619,5613246,7798016,7638679,7598813,7355558,7304636,7550280,7949901,7479882,7512039,7431776,7457734,7382000,7767468,7307743,7543950,7412109,7467610,7849336,7944919,7887756,7332319,7587774,7951495,7688278,7304233,8368525,7445158,7206663,7931179,8353917
1371,7463092,7463968,7540174,7492338,7569952,7516902,7465246,7413217,7405620,7623406,7165280,7332811,7424808,7637638,7630100,7518728,7743594,7803181,7337172,7610748,7787354,7709960,7695970,7305266,7860149,7657910,7852218,7529150,7915974,7426618,7639962,7685798,7494973,7547900,7530587,7371670,7839924,7391526,7569990,8349470,7479890,7395002,7647012,7788208,7719087,7654974,7340536,7365302,8061129,7606504,7578987,7431080,7378698,7357990,7584921,7322530,7374398,7518972,7681252,7790752,7411116,7462242,7492078,7326012,7394332,7111310,7879732,5611372,7793604,7639246,7599400,7355558,7306096,7550901,7948590,7480529,7510764,7430438,7456422,7382693,7767468,7308472,7542106,7411405,7466261,7848373,7942638,7886262,7332319,7588368,7948906,7688822,7305004,8356233,7444493,7206664,7932037,8344583
1371.5,7462435,7465272,7540790,7493618,7569952,7515644,7466548,7412518,7404250,7623406,7162828,7333528,7424808,7636495,7628950,7518098,7742546,7803181,7337172,7608996,7787354,7709424,7691648,7305266,7857852,7657910,7847767,7530391,7911167,7427288,7640533,7686346,7494336,7549140,7530587,7370971,7839424,7391524,7570595,8340991,7479245,7395710,7644170,7788208,7718512,7654974,7339821,7366004,8059965,7606504,7578987,7432420,7378004,7357272,7586712,7322528,7375812,7519598,7681799,7784011,7411794,7462242,7492078,7326012,7392246,7111309,7879260,5609498,7787683,7639246,7599400,7354850,7306096,7550901,7949027,7479882,7511402,7431107,7457078,7383386,7764895,7308472,7542721,7411405,7467610,7849336,7940810,7884767,7333036,7587774,7945011,7688278,7303463,8350017,7445158,7208234,7930749,8340008
1372,7463092,7465272,7542020,7493618,7571154,7516273,7467199,7415314,7406986,7622253,7163646,7332812,7423464,7635352,7627800,7518098,7742546,7804154,7337172,7606072,7787354,7706745,7688935,7306746,7854162,7659030,7846280,7530391,7906338,7425948,7638820,7685250,7494336,7548520,7530587,7369573,7838423,7392213,7571200,8330355,7479245,7395710,7642462,7787690,7719662,7657216,7339821,7365302,8058023,7606504,7578987,7431750,7380086,7357990,7586711,7322530,7375812,7519598,7681799,7778282,7411116,7464304,7492717,7325289,7393637,7109646,7877844,5607620,7781237,7638679,7598226,7354850,7306826,7550901,7949027,7481176,7510126,7430438,7458390,7383386,7762318,7309928,7542721,7412109,7467610,7849336,7938064,7882270,7334468,7586586,7942406,7686644,7304234,8337710,7445158,7205878,7930750,8331048
1372.5,7464404,7465272,7542020,7493617,7571154,7515643,7466548,7413916,7406303,7622830,7165280,7331378,7424136,7634780,7627224,7518098,7742021,7802694,7338663,7604314,7785208,7706747,7684582,7306006,7851848,7657910,7842802,7529771,7903693,7427288,7639962,7686346,7493060,7549140,7529920,7368174,7836922,7392213,7571200,8325290,7477955,7395002,7640180,7787172,7718512,7657216,7339821,7365302,8056855,7606504,7578390,7431080,7379392,7357272,7587308,7322528,7375812,7518972,7682346,7773574,7412472,7463616,7493356,7327458,7392942,7110478,7876426,5609498,7778247,7636976,7598226,7354850,7304636,7550280,7949464,7481822,7509488,7431107,7457734,7382693,7761284,7308472,7542105,7412812,7466936,7848854,7936228,7881270,7333036,7587180,7938924,7688278,7303463,8328290,7445158,7206664,7929890,8325296
1373,7463748,7464620,7542635,7494257,7569951,7515643,7466548,7413916,7406986,7622830,7163646,7331378,7423464,7636496,7628952,7519358,7740972,7802207,7337918,7600789,7784672,7705136,7682944,7307484,7849529,7660148,7842306,7530392,7899272,7426618,7639391,7685798,7494336,7550380,7529253,7368174,7836420,7392900,7570595,8315375,7476016,7396418,7637320,7788208,7718512,7656096,7339106,7365302,8053344,7606504,7579584,7429064,7380086,7357990,7586712,7323256,7375105,7519598,7681799,7766217,7411116,7463616,7493356,7326735,7393637,7110478,7876899,5607620,7772239,7638112,7599400,7354142,7304636,7551522,7948152,7481176,7510126,7431776,7459702,7382000,7759216,7308472,7540258,7410702,7466936,7848854,7933932,7879268,7333752,7587774,7935430,7687734,7304234,8319594,7445158,7207449,7929890,8318666
1373.5,7463092,7465924,7542020,7493618,7569952,7515014,7466548,7413916,7406986,7623982,7163646,7330660,7424136,7634208,7626648,7519358,7742022,7803181,7338664,7599024,7785208,7702986,7676921,7308222,7848135,7660148,7837819,7531632,7895718,7427288,7638820,7684152,7494336,7549760,7527919,7367473,7834916,7392900,7571200,8310526,7474722,7396416,7636747,7786654,7717362,7656096,7340536,7366705,8050606,7606504,7579583,7430408,7379392,7358708,7586711,7323256,7377224,7520223,7683440,7763051,7411794,7464992,7493356,7325289,7393637,7110478,7875478,5609498,7766702,7638679,7599400,7354850,7305366,7550280,7948152,7480529,7509488,7432443,7459046,7382693,7757661,7308472,7540874,7411405,7468284,7849818,7933012,7877264,7333036,7587180,7931922,7687734,7304234,8306813,7443828,7207449,7928599,8312542
1374,7463748,7465924,7541405,7494896,7570553,7515014,7466548,7413217,7405620,7622829,7164463,7332095,7423464,7633062,7625495,7518098,7740447,7803181,7336425,7596071,7784134,7702986,7674721,7308222,7846739,7660148,7834819,7529771,7892154,7427288,7640533,7684701,7494336,7549760,7527252,7365371,7834916,7392900,7571200,8300139,7474722,7397830,7634451,7786136,7719087,7656096,7340536,7366004,8048644,7606504,7579583,7428392,7378004,7359426,7586712,7322530,7377226,7519598,7682346,7757229,7411116,7463616,7493994,7324566,7393637,7111310,7875478,5605740,7762652,7638679,7598813,7354142,7305366,7552141,7948152,7481176,7508849,7431774,7458390,7383384,7755068,7308472,7539025,7412812,7468284,7849816,7932091,7876260,7333752,7588368,7927965,7688278,7304234,8300488,7443828,7206664,7929030,8305801
1374.5,7464404,7464620,7541405,7493618,7569951,7515644,7467199,7412518,7406303,7621676,7163646,7332095,7424808,7632489,7624919,7519358,7739922,7802207,7337172,7592522,7783597,7701369,7669759,7308222,7843940,7660148,7833818,7530391,7889022,7427288,7639391,7684152,7493698,7549760,7527252,7366072,7833912,7391526,7572410,8292430,7473426,7397830,7631577,7786654,7719087,7655535,7339821,7366003,8046680,7606504,7579584,7428392,7378698,7358708,7586712,7321074,7375812,7520223,7681252,7751377,7411794,7464304,7493356,7327458,7394332,7111310,7875478,5605742,7757572,7638679,7598226,7354850,7305366,7550899,7948590,7480529,7508210,7432443,7458390,7382000,7752990,7308472,7537174,7412812,7466261,7848373,7932091,7876762,7334468,7587774,7925760,7688822,7305774,8287401,7444493,7207449,7928169,8297584
1375,7464404,7463968,7542635,7496172,7568748,7515014,7467850,7415313,7407669,7622829,7164463,7332095,7424808,7631916,7624342,7518098,7738870,7801720,7336425,7591336,7783059,7700290,7667546,7308960,7843006,7660148,7829804,7530391,7885882,7427288,7639391,7683603,7494973,7548520,7527252,7366072,7832906,7391524,7573618,8285897,7471481,7397830,7629272,7786136,7719087,7655535,7342680,7368107,8045104,7605910,7578390,7429064,7379392,7357272,7587308,7323256,7377226,7518346,7683986,7747640,7412472,7464992,7493994,7326012,7394332,7110478,7875952,5603862,7752975,7638112,7598813,7353434,7304636,7550280,7948590,7481176,7508210,7431776,7459046,7382693,7750385,7309928,7536556,7413516,7466935,7848855,7932552,7877264,7334468,7587774,7923107,7688822,7304234,8280635,7445158,7208234,7927737,8293299
1375.5,7464404,7463968,7543250,7495534,7568748,7514384,7465897,7413916,7406986,7623982,7164463,7332095,7422792,7630194,7622610,7519358,7737291,7801720,7336425,7588960,7783596,7698670,7663662,7307484,7840196,7660148,7829302,7530392,7882732,7427959,7639391,7683603,7494336,7549140,7527252,7364670,7832906,7391526,7572410,8278064,7471481,7396418,7628118,7785617,7718512,7655535,7341966,7367406,8042738,7605910,7578390,7429064,7379392,7357272,7587308,7322530,7376519,7518972,7682892,7741212,7411116,7464304,7493356,7326735,7395027,7111310,7875478,5603862,7748874,7639246,7599400,7354142,7304636,7551522,7947714,7480529,7507571,7433110,7459046,7382693,7748820,7309200,7535320,7413516,7466936,7848854,7932552,7878266,7334468,7587774,7920447,7688822,7305004,8268432,7445823,7208234,7926444,8285242
1376,7463748,7464620,7542635,7495534,7569952,7515644,7467850,7413217,7407669,7623406,7163646,7333528,7424136,7629620,7622032,7518098,7736764,7800744,7338664,7585984,7783059,7696506,7661993,7308222,7839258,7659030,7828296,7531012,7879572,7427288,7639962,7683054,7494336,7549140,7527252,7363968,7833409,7391526,7573014,8276806,7470832,7397830,7627540,7786136,7718512,7653850,7339821,7369508,8041158,7607098,7578987,7428392,7380086,7360144,7587308,7323256,7375812,7518972,7681252,7737986,7411116,7466364,7493994,7327458,7394332,7111310,7876426,5603862,7746815,7638679,7599400,7353434,7304636,7550280,7946838,7482468,7506932,7432443,7460358,7382000,7747775,7310656,7534702,7414218,7466936,7848854,7933472,7878266,7334468,7588368,7916894,7688278,7305004,8260300,7444493,7206664,7925582,8278856
1376.5,7463748,7464620,7542635,7496172,7570553,7515644,7466548,7413916,7406986,7623406,7165280,7332812,7424136,7629045,7621453,7518098,7736764,7800744,7337172,7584790,7783597,7696506,7658647,7308960,7837848,7660148,7828799,7531012,7877762,7427288,7638820,7682504,7493698,7549760,7527252,7363968,7833912,7392213,7572410,8283076,7470183,7397124,7624646,7786136,7717937,7653850,7340536,7369508,8040366,7606504,7578987,7428392,7378004,7359426,7586712,7322530,7376519,7519598,7682346,7732048,7411794,7464992,7494632,7328181,7395722,7112141,7875952,5600098,7741655,7637544,7598813,7354142,7305366,7550280,7945962,7479235,7507571,7432443,7460356,7383386,7745160,7309928,7534702,7413514,7466261,7848373,7932552,7878266,7334468,7587774,7914218,7688822,7304234,8256051,7443828,7207449,7924718,8272708
1377,7465060,7463968,7542020,7494896,7570553,7515644,7467850,7412518,7406986,7622830,7165280,7333528,7424136,7627895,7620295,7518728,7735710,7800744,7338663,7581802,7783597,7694336,7657530,7308222,7835494,7660148,7830306,7531012,7878668,7427288,7638820,7681954,7494336,7549140,7527252,7363968,7833912,7391526,7571805,8294568,7469534,7397124,7625225,7787172,7718512,7654411,7341966,7368808,8038782,7606504,7579584,7427048,7379392,7358708,7587903,7321802,7376519,7519598,7683440,7728257,7411794,7464992,7493355,7328904,7395027,7110478,7875478,5600098,7743206,7639246,7599400,7354142,7306096,7550280,7946400,7479882,7506932,7432443,7461666,7382000,7745684,7312836,7534702,7414218,7467610,7849336,7931630,7877264,7335898,7585396,7911537,7688822,7305774,8256051,7443828,7205878,7924285,8267702
1377.5,7464404,7463968,7542635,7496172,7570553,7515644,7467199,7413916,7405620,7623406,7165280,7331377,7424808,7626168,7618556,7518098,7735182,7799766,7337918,7578806,7782522,7693249,7655852,7309698,7835022,7660148,7833318,7530392,7879571,7427288,7639962,7681954,7493698,7549760,7526584,7361860,7834915,7392900,7572410,8327931,7468234,7399242,7624645,7787172,7717937,7654412,7341966,7370208,8038385,7606504,7579584,7427048,7378698,7357272,7586712,7322530,7375812,7518972,7684532,7727172,7412472,7465678,7493356,7328904,7395027,7110478,7875952,5598214,7742689,7638111,7599987,7352726,7306826,7551522,7945962,7480529,7505011,7431776,7460358,7382000,7743588,7312110,7533463,7414218,7468958,7850298,7930708,7877264,7335183,7587180,7909298,7688278,7305774,8257875,7445158,7208234,7923852,8263850
1378,7465060,7464620,7542635,7496809,7568145,7515014,7466548,7414615,7406986,7622830,7165280,7332812,7425480,7625016,7617396,7519358,7735182,7800743,7337918,7576404,7782522,7692162,7656412,7307484,7832188,7659589,7834319,7531012,7884084,7427288,7639962,7680852,7491782,7550380,7527252,7361862,7834915,7392213,7573014,8354112,7466932,7397830,7623486,7786136,7716786,7654974,7340536,7370208,8036400,7606504,7580180,7427720,7379392,7357990,7586712,7322530,7376519,7518346,7682346,7725542,7413150,7464992,7493356,7328181,7395027,7111310,7875478,5601978,7744238,7638112,7598813,7353434,7306826,7551522,7945084,7479882,7505011,7431776,7460358,7382693,7741490,7312836,7532224,7413516,7468284,7849818,7929786,7876260,7335183,7587774,7908401,7687734,7305004,8264527,7444493,7207449,7922554,8261769
1378.5,7464404,7465272,7543865,7496172,7568748,7514384,7467199,7415314,7407669,7621676,7166097,7331378,7424136,7623862,7616236,7519358,7733598,7802207,7337918,7574600,7782522,7691073,7655852,7309698,7831714,7659589,7835319,7531631,7887677,7427959,7638820,7679750,7491782,7549760,7527252,7361158,7833912,7392900,7572410,8373844,7466932,7398536,7623486,7785617,7717937,7654974,7341966,7372304,8035208,7606504,7580180,7426375,7379392,7358708,7586712,7323256,7377226,7520848,7682346,7724998,7413828,7466364,7493355,7328181,7395027,7111309,7875004,5600098,7744754,7638112,7598813,7354142,7305366,7552141,7945084,7481176,7504370,7431776,7461012,7382000,7741490,7311382,7532843,7413516,7467610,7849336,7927476,7875256,7334468,7587180,7905256,7688278,7305004,8268136,7445158,7207449,7920820,8261471
1379,7464404,7464620,7544480,7496172,7568145,7514383,7468501,7416012,7406986,7622830,7166097,7331378,7424136,7623861,7616235,7518728,7733070,7802694,7337172,7572187,7781446,7689984,7655292,7311172,7829819,7659589,7836320,7532251,7892154,7427288,7639391,7680852,7491782,7549760,7525916,7359750,7832906,7393588,7572410,8386498,7466932,7397124,7624646,7785098,7718512,7655535,7341965,7372304,8033615,7607692,7578390,7425702,7380086,7357272,7586712,7321074,7376519,7520223,7682346,7724454,7413150,7465678,7492078,7327458,7394332,7110478,7873582,5596327,7743206,7637544,7598226,7352016,7306096,7551520,7944208,7479882,7505011,7431107,7461666,7383386,7738860,7311384,7533462,7412108,7466936,7848854,7926551,7874250,7335898,7587180,7903454,7688822,7305004,8268736,7442494,7206664,7920820,8261768
1379.5,7465716,7464620,7542635,7496172,7568145,7515014,7468501,7416710,7408352,7623982,7165280,7331378,7423464,7623862,7616236,7518728,7732542,7802207,7337918,7569168,7781446,7689439,7651364,7308222,7828870,7659589,7835820,7531632,7893937,7428628,7639391,7679750,7490504,7550998,7525916,7359045,7832906,7393588,7573014,8388450,7466281,7398536,7621162,7785617,7719087,7655535,7341251,7373700,8032420,7604720,7579584,7426375,7380086,7357990,7587308,7322530,7377224,7520223,7682346,7721731,7412472,7465678,7493356,7328902,7395722,7111310,7874056,5596327,7741138,7636976,7599400,7352016,7308284,7552141,7943328,7479235,7504370,7432443,7461012,7382000,7738333,7312836,7532224,7412108,7467610,7849336,7925162,7874753,7335183,7585396,7901649,7688278,7305774,8264829,7444493,7206664,7918648,8261471
1380,7465716,7463968,7542020,7496809,7567542,7515014,7467850,7416012,7409716,7623982,7166914,7331378,7424136,7622706,7615073,7518728,7733598,7801720,7337918,7568562,7781446,7689984,7649678,7310435,7826494,7660148,7834318,7531632,7893938,7428628,7639391,7678648,7489223,7550380,7525247,7359046,7832404,7392900,7572410,8385941,7465630,7399947,7622326,7787172,7718512,7654974,7341251,7372304,8031222,7605910,7579584,7425702,7379392,7358708,7586115,7322528,7377931,7518346,7682346,7719548,7412472,7466364,7493356,7329625,7395027,7110478,7874056,5600098,7738026,7637544,7598813,7352724,7307556,7552760,7943328,7479882,7502447,7431107,7460358,7383386,7736226,7312836,7530984,7414218,7466936,7848854,7925162,7875256,7335898,7586585,7899389,7688278,7305004,8261812,7443828,7206664,7919083,8259084
1380.5,7466371,7463968,7542020,7497446,7567542,7515014,7467850,7414615,7409716,7623406,7165280,7331378,7423464,7622706,7615073,7518098,7732542,7802207,7337918,7567350,7780907,7687255,7647986,7311172,7825542,7660148,7833316,7532870,7894828,7427959,7639391,7678648,7489224,7549760,7524578,7359046,7831902,7392213,7572410,8380904,7464325,7397830,7621744,7785617,7718512,7653288,7341966,7373002,8030822,7604720,7579584,7425702,7379392,7357272,7586711,7323982,7376519,7518346,7682893,7715721,7414505,7466364,7493356,7328904,7395722,7112141,7874056,5592550,7735424,7636976,7598813,7352016,7306826,7551522,7942889,7480529,7503088,7431776,7459046,7383386,7734642,7312836,7531604,7414218,7468284,7849818,7925162,7875256,7337328,7588962,7898030,7687734,7305004,8252695,7443161,7206664,7917342,8256392
1381,7465715,7465272,7543865,7496172,7568748,7513122,7468501,7415314,7409716,7623982,7165280,7332811,7423464,7621550,7613910,7518728,7732542,7803181,7337172,7566138,7781984,7685614,7644598,7310435,7824587,7660148,7830808,7531012,7894828,7428630,7638820,7678648,7489224,7550380,7525247,7357636,7832404,7393588,7573014,8373853,7463673,7399241,7619998,7785098,7717362,7653850,7341966,7374398,8030022,7604720,7578390,7425702,7380086,7357272,7586712,7323982,7375812,7520223,7682346,7711882,7412472,7466364,7493356,7328904,7395722,7111310,7873582,5596327,7733341,7637544,7598813,7352726,7306096,7552141,7941129,7480529,7502447,7430438,7459702,7382693,7733585,7312836,7532224,7414920,7468284,7849818,7926088,7877765,7336613,7586586,7893490,7687189,7305774,8244408,7443161,7208234,7917778,8252486
